#hg19.refGene.name	hg19.refGene.chrom	hg19.refGene.txStart	hg19.refGene.txEnd	hgFixed.refLink.name	hgFixed.refLink.geneName
NR_131948	chr16	80862631	80926493	LINC02170	309197
NM_030629	chr16	81528953	81745367	CMIP	154065
NM_005792	chr16	82181766	82203829	MPHOSPH6	80519
NM_002661	chr16	81812862	81996298	PLCG2	150626
NM_001286527	chr16	84402128	84497793	ATP2C2	151036
NM_019065	chr16	84002236	84036379	NECAB2	83946
NM_014861	chr16	84402128	84497793	ATP2C2	151036
NR_073577	chr16	84733554	84813527	USP10	83664
NM_005153	chr16	84733554	84813527	USP10	83664
NM_001272075	chr16	84733554	84813527	USP10	83664
NM_003791	chr16	84087365	84150548	MBTPS1	24693
NR_073578	chr16	84733554	84813527	USP10	83664
NM_001329749	chr16	84002236	84036379	NECAB2	83946
NM_001329748	chr16	84002236	84036379	NECAB2	83946
NM_001286566	chr16	85061356	85127828	KIAA0513	138726
NM_014732	chr16	85061356	85127828	KIAA0513	138726
NM_001297766	chr16	85061356	85113362	KIAA0513	138726
NM_016095	chr16	85711279	85722588	GINS2	151462
NR_024406	chr16	86365455	86379285	LINC00917	435163
NR_135182	chr16	86755696	86771432	LINC02188	325702
NR_135183	chr16	86755696	86771432	LINC02188	325702
NR_073379	chr16	87635440	87731761	JPH3	142419
NM_001739	chr16	87921624	87970112	CA5A	156721
NM_020655	chr16	87636492	87731761	JPH3	142419
NM_001282683	chr16	87360592	87425713	FBXO31	145491
NM_005187	chr16	88941262	89043504	CBFA2T3	154415
NR_024402	chr16	88729780	88741914	SNAI3-AS1	288200
NR_024399	chr16	88729780	88753594	SNAI3-AS1	288200
NM_175931	chr16	88941262	89007608	CBFA2T3	154415
NM_001256182	chr16	89334028	89556969	ANKRD11	23399
NM_013275	chr16	89334028	89556969	ANKRD11	23399
NM_001256183	chr16	89334028	89556969	ANKRD11	23399
NR_036480	chr16	89778263	89784573	VPS9D1-AS1	324690
NR_003226	chr16	90038987	90063028	AFG3L1P	286773
NR_003227	chr16	90038987	90063028	AFG3L1P	286773
NR_003228	chr16	90038987	90067195	AFG3L1P	286773
NM_032451	chr16	89894906	89937727	SPIRE2	154795
NM_014427	chr16	89642175	89663654	CPNE7	146164
NM_004913	chr16	89773540	89787394	VPS9D1	397739
NM_004933	chr16	89238162	89261900	CDH15	84335
NM_153636	chr16	89642175	89663654	CPNE7	146164
NR_045839	chr16	89353065	89556969	ANKRD11	23399
NR_045117	chr16	61554	64090	DDX11L10	148905
NR_106918	chr16	67051	67119	MIR6859-1	290688
NR_107062	chr16	67051	67119	MIR6859-2	290412
NR_107063	chr16	67051	67119	MIR6859-3	290619
NR_128720	chr16	67051	67119	MIR6859-4	289867
NR_130735	chr16	72915	75112	WASIR2	325522
NM_016310	chr16	96978	103632	POLR3K	80816
NM_022450	chr16	108057	122629	RHBDF1	83270
NM_024571	chr16	103828	107669	SNRNP25	79578
NM_001243247	chr16	135803	188697	NPRL3	202214
NM_001243249	chr16	135803	188697	NPRL3	202214
NM_001243248	chr16	135803	188697	NPRL3	202214
NM_005332	chr16	202853	204504	HBZ	153179
NM_005331	chr16	230332	231178	HBQ1	82928
NM_001039476	chr16	135803	188697	NPRL3	202214
NM_001077350	chr16	135803	188697	NPRL3	202214
NM_001003938	chr16	215972	216767	HBM	82923
NM_000558	chr16	226649	227521	HBA1	76309
NM_000517	chr16	222845	223709	HBA2	76310
NM_003834	chr16	318299	325943	RGS11	81665
NM_001286486	chr16	318299	325943	RGS11	81665
NM_001286485	chr16	318299	325943	RGS11	81665
NR_104317	chr16	284544	319942	FAM234A	285988
NM_032039	chr16	284544	316124	FAM234A	285988
NM_001176	chr16	330605	333003	ARHGDIG	82358
NM_001284497	chr16	284544	316124	FAM234A	285988
NM_183337	chr16	318299	325943	RGS11	81665
NM_006849	chr16	333136	337215	PDIA2	83739
NM_006428	chr16	417383	420569	MRPL28	79899
NM_005009	chr16	447191	450754	NME4	75592
NM_021259	chr16	420775	431950	TMEM8A	202328
NM_020664	chr16	451857	462487	DECR2	79520
NM_001286440	chr16	447741	450754	NME4	75592
NM_001286439	chr16	447191	450754	NME4	75592
NM_001286438	chr16	447191	450754	NME4	75592
NM_001286436	chr16	446754	450754	NME4	75592
NM_001286435	chr16	447191	450754	NME4	75592
NM_001286433	chr16	447191	450754	NME4	75592
NM_004204	chr16	619967	634136	PIGQ	151698
NM_001301159	chr16	616994	619495	NHLRC4	202200
NM_005632	chr16	577855	604636	CAPN15	403553
NM_148920	chr16	619967	634136	PIGQ	151698
NR_024121	chr16	576846	577407	LINC00235	436130
NR_049852	chr16	585315	585368	MIR5587	290342
NR_036137	chr16	593276	593366	MIR3176	289680
NM_176677	chr16	616994	619495	NHLRC4	202200
NM_001142272	chr16	524849	572481	RAB11FIP3	154536
NM_145270	chr16	610421	615529	PRR35	264331
NM_001352278	chr16	718082	724174	RHOT2	83970
NM_001352292	chr16	718082	724174	RHOT2	83970
NM_001352290	chr16	718082	724174	RHOT2	83970
NM_001352289	chr16	718082	724174	RHOT2	83970
NM_001323922	chr16	731665	734446	JMJD8	155138
NM_001288710	chr16	684426	686366	METTL26	279925
NM_001352279	chr16	718082	724174	RHOT2	83970
NM_001323635	chr16	776935	779715	HAGHL	82220
NM_032259	chr16	734621	740424	WDR24	81235
NM_001278720	chr16	725665	728268	RHBDL1	156087
NM_001352285	chr16	718082	724174	RHOT2	83970
NM_001323636	chr16	776935	779715	HAGHL	82220
NM_005861	chr16	730110	732768	STUB1	151784
NM_001323919	chr16	731665	734446	JMJD8	155138
NM_001352286	chr16	718082	724174	RHOT2	83970
NM_145294	chr16	699362	717829	WDR90	154872
NM_001271285	chr16	771141	772590	FAM173A	151247
NM_001352287	chr16	718082	724174	RHOT2	83970
NM_001352284	chr16	718082	724174	RHOT2	83970
NR_109976	chr16	684426	686366	METTL26	279925
NR_109977	chr16	684426	686366	METTL26	279925
NR_109978	chr16	684426	686366	METTL26	279925
NR_109979	chr16	684426	686366	METTL26	279925
NR_138604	chr16	691803	698474	MCRIP2	284641
NR_138605	chr16	691803	698474	MCRIP2	284641
NR_138606	chr16	691803	698474	MCRIP2	284641
NR_138607	chr16	691803	698474	MCRIP2	284641
NR_138608	chr16	691803	698474	MCRIP2	284641
NR_138609	chr16	692253	698474	MCRIP2	284641
NR_138610	chr16	693053	698474	MCRIP2	284641
NR_138611	chr16	693053	698474	MCRIP2	284641
NR_147953	chr16	718082	724174	RHOT2	83970
NR_147954	chr16	718082	724174	RHOT2	83970
NR_147955	chr16	718082	724174	RHOT2	83970
NR_147956	chr16	718082	724174	RHOT2	83970
NR_136650	chr16	731665	734446	JMJD8	155138
NR_136651	chr16	731665	734446	JMJD8	155138
NR_136652	chr16	731665	734446	JMJD8	155138
NM_032304	chr16	777245	779715	HAGHL	82220
NM_001278721	chr16	725665	728268	RHBDL1	156087
NM_001293197	chr16	730110	732768	STUB1	151784
NM_138418	chr16	691803	698474	MCRIP2	284641
NM_001331230	chr16	691803	698474	MCRIP2	284641
NM_023933	chr16	771141	772590	FAM173A	151247
NM_001352294	chr16	718082	724174	RHOT2	83970
NM_001352293	chr16	718082	724174	RHOT2	83970
NM_053284	chr16	681011	684116	WFIKKN1	155499
NM_001352288	chr16	718082	724174	RHOT2	83970
NM_001352276	chr16	718082	724174	RHOT2	83970
NM_153350	chr16	742499	755825	FBXL16	83825
NM_001323920	chr16	731665	734446	JMJD8	155138
NM_001323918	chr16	731665	734446	JMJD8	155138
NM_001352291	chr16	718082	724174	RHOT2	83970
NM_001352281	chr16	718082	724174	RHOT2	83970
NM_001352282	chr16	718082	724174	RHOT2	83970
NM_001318733	chr16	726074	728268	RHBDL1	156087
NM_024042	chr16	765172	769655	METRN	76285
NM_001352277	chr16	718082	724174	RHOT2	83970
NM_001352283	chr16	718082	724174	RHOT2	83970
NM_001290137	chr16	776935	779715	HAGHL	82220
NM_001290139	chr16	776935	779715	HAGHL	82220
NM_032366	chr16	684426	686366	METTL26	279925
NM_001331229	chr16	691803	698474	MCRIP2	284641
NM_001352280	chr16	718082	724174	RHOT2	83970
NM_001352275	chr16	718082	724174	RHOT2	83970
NM_138769	chr16	718082	724174	RHOT2	83970
NM_001040165	chr16	684426	686366	METTL26	279925
NM_001040162	chr16	684426	686366	METTL26	279925
NM_001040161	chr16	684426	686366	METTL26	279925
NM_001040160	chr16	684426	686366	METTL26	279925
NM_001031737	chr16	772581	776473	CCDC78	154272
NM_001005920	chr16	731666	734439	JMJD8	155138
NM_001324086	chr16	834973	838383	RPUSD1	81673
NM_022092	chr16	838621	848074	CHTF18	151683
NM_001324415	chr16	834973	838383	RPUSD1	81673
NM_001324414	chr16	834973	838383	RPUSD1	81673
NM_001324413	chr16	834973	838383	RPUSD1	81673
NM_001324412	chr16	834973	838383	RPUSD1	81673
NM_001324411	chr16	834973	838383	RPUSD1	81673
NM_001324410	chr16	834973	838383	RPUSD1	81673
NM_001177355	chr16	810764	818865	MSLN	84311
NR_030384	chr16	820182	820277	MIR662	271171
NM_013404	chr16	811072	818865	MSLN	84311
NM_016541	chr16	848040	850733	GNG13	145656
NM_005823	chr16	810764	818865	MSLN	84311
NM_058192	chr16	834973	838383	RPUSD1	81673
NM_001013638	chr16	855442	863861	PRR25	429942
NR_110945	chr16	971032	984524	LMF1-AS1	325181
NR_110946	chr16	971032	984524	LMF1-AS1	325181
NR_036442	chr16	1025760	1031598	LMF1	82103
NM_014587	chr16	1031807	1036979	SOX8	71432
NR_027242	chr16	1114081	1128731	SSTR5-AS1	435031
NM_001172560	chr16	1122755	1131454	SSTR5	78818
NM_207419	chr16	1138225	1146244	C1QTNF8	159153
NM_001053	chr16	1128780	1131454	SSTR5	78818
NM_024164	chr16	1278335	1280185	TPSB2	153323
NM_012467	chr16	1271650	1275254	TPSG1	195478
NM_021098	chr16	1203240	1271772	CACNA1H	143243
NM_012217	chr16	1306272	1308494	TPSD1	154984
NM_003294	chr16	1290677	1292555	TPSAB1	153210
NM_001005407	chr16	1203240	1271772	CACNA1H	143243
NM_001199099	chr16	1383605	1399442	BAIAP3	155633
NM_032520	chr16	1401899	1413352	GNPTG	83686
NM_194260	chr16	1359153	1377019	UBE2I	83888
NM_194259	chr16	1359627	1377019	UBE2I	83888
NM_194261	chr16	1359153	1377019	UBE2I	83888
NM_001199098	chr16	1383605	1399442	BAIAP3	155633
NM_003933	chr16	1384504	1399442	BAIAP3	155633
NM_003345	chr16	1359627	1377019	UBE2I	83888
NM_001193389	chr16	1413205	1429684	UNKL	148896
NM_001276414	chr16	1413205	1429684	UNKL	148896
NM_001199097	chr16	1383605	1399442	BAIAP3	155633
NM_001199096	chr16	1386197	1399442	BAIAP3	155633
NM_001286464	chr16	1383605	1399442	BAIAP3	155633
NM_001001410	chr16	1399240	1401873	TSR3	261393
NM_001143980	chr16	1484388	1494490	CCDC154	160039
NM_016111	chr16	1543351	1560460	TELO2	152584
NM_001328608	chr16	1535939	1538910	PTX4	202422
NM_001287	chr16	1494933	1525085	CLCN7	74379
NM_001037125	chr16	1448305	1464721	UNKL	148896
NM_001272051	chr16	1469744	1470801	C16orf91	155255
NM_001114331	chr16	1494933	1525085	CLCN7	74379
NM_001351846	chr16	1543351	1560460	TELO2	152584
NM_001013658	chr16	1535939	1538468	PTX4	202422
NM_024600	chr16	1583657	1605581	TMEM204	82307
NM_001256541	chr16	1578741	1605581	TMEM204	82307
NM_015133	chr16	1756183	1820318	MAPK8IP3	142492
NM_023936	chr16	1821895	1823140	MRPS34	79166
NM_080861	chr16	1826712	1832581	SPSB3	79755
NM_144570	chr16	1728277	1752073	JPT2	349107
NR_036138	chr16	1784985	1785067	MIR3177	290008
NM_002513	chr16	1820320	1821710	NME3	83754
NM_001300900	chr16	1821895	1823140	MRPS34	79166
NM_001257370	chr16	1823228	1826239	EME2	158791
NM_001318852	chr16	1756183	1820318	MAPK8IP3	142492
NM_001324081	chr16	1826738	1831823	SPSB3	79755
NM_001040439	chr16	1756220	1820318	MAPK8IP3	142492
NR_027389	chr16	1840413	1844909	IGFALS	60703
NM_031208	chr16	1877224	1878908	FAHD1	35491
NM_001142398	chr16	1877224	1890203	FAHD1	35491
NR_033914	chr16	1928285	1934232	LINC00254	435502
NR_146568	chr16	1939114	1940434	LINC02124	353911
NM_001146006	chr16	1840413	1843734	IGFALS	60703
NM_152764	chr16	1883988	1922102	MEIOB	303049
NM_005326	chr16	1859103	1877195	HAGH	80048
NM_001286249	chr16	1859103	1877195	HAGH	80048
NM_004970	chr16	1840413	1843734	IGFALS	60703
NM_001040427	chr16	1859103	1877195	HAGH	80048
NM_001018104	chr16	1877224	1890203	FAHD1	35491
NM_001163560	chr16	1883983	1922179	MEIOB	303049
NM_174903	chr16	2016823	2018977	RNF151	80281
NM_005262	chr16	2034149	2037750	GFER	151353
NM_001130012	chr16	2076868	2089027	SLC9A3R2	72564
NM_004548	chr16	2009516	2011976	NDUFB10	23253
NR_002327	chr16	2012334	2012467	SNORA10	311409
NR_002326	chr16	2012973	2013107	SNORA64	311280
NR_003142	chr16	2014996	2015505	SNHG9	435606
NR_003020	chr16	2015184	2015311	SNORA78	430124
NM_002952	chr16	2012061	2014827	RPS2	21316
NM_004785	chr16	2076868	2089027	SLC9A3R2	72564
NM_001252073	chr16	2083264	2089027	SLC9A3R2	72564
NM_144603	chr16	2028917	2031550	NOXO1	141602
NM_001252076	chr16	2083264	2089027	SLC9A3R2	72564
NM_016332	chr16	1988229	1993327	MSRB1	100748
NM_004209	chr16	2039945	2044276	SYNGR3	83140
NM_006453	chr16	2022063	2028751	TBL3	79901
NM_001252075	chr16	2083264	2089027	SLC9A3R2	72564
NM_005061	chr16	1994579	2004679	RPL3L	79633
NM_001348711	chr16	2016823	2018977	RNF151	80281
NM_001099456	chr16	2069520	2070756	NPW	195231
NM_172167	chr16	2028917	2031550	NOXO1	141602
NM_172168	chr16	2028917	2031550	NOXO1	141602
NM_001267721	chr16	2028917	2031550	NOXO1	141602
NM_178167	chr16	2047652	2059822	ZNF598	152087
NM_001114382	chr16	2097895	2138721	TSC2	23486
NM_014353	chr16	2198650	2204141	RAB26	81249
NR_030646	chr16	2140195	2140285	MIR1225	269657
NR_106775	chr16	2156669	2156754	MIR6511B1	290143
NR_106965	chr16	2156678	2156749	MIR6511B2	289509
NR_039741	chr16	2183119	2183205	MIR4516	289708
NR_037467	chr16	2185977	2186130	MIR3180-5	289179
NR_132114	chr16	2204782	2205359	SNHG19	325563
NR_002736	chr16	2205023	2205106	SNORD60	311383
NM_032271	chr16	2205798	2228130	TRAF7	51056
NM_001318831	chr16	2097895	2138721	TSC2	23486
NM_001318827	chr16	2097895	2138721	TSC2	23486
NM_001318832	chr16	2098202	2138721	TSC2	23486
NM_001318829	chr16	2097895	2138721	TSC2	23486
NM_001308053	chr16	2198144	2204162	RAB26	81249
NM_001077183	chr16	2097895	2138721	TSC2	23486
NM_001009944	chr16	2138710	2185899	PKD1	75263
NM_000548	chr16	2097895	2138721	TSC2	23486
NM_000296	chr16	2138710	2185899	PKD1	75263
NM_001374	chr16	2286467	2288712	DNASE1L2	74550
NM_001352060	chr16	2255177	2259455	MLST8	202486
NM_001352059	chr16	2255177	2259455	MLST8	202486
NR_030636	chr16	2321747	2321841	MIR940	263320
NM_001178029	chr16	2289872	2301602	ECI1	201611
NM_001288778	chr16	2273488	2285743	E4F1	151312
NR_147904	chr16	2255177	2259455	MLST8	202486
NR_147905	chr16	2255177	2259455	MLST8	202486
NR_147906	chr16	2255177	2259455	MLST8	202486
NR_147907	chr16	2255725	2259455	MLST8	202486
NM_182563	chr16	2259253	2261069	BRICD5	279598
NR_037448	chr16	2320713	2320773	MIR3677	290200
NM_001301680	chr16	2286467	2288712	DNASE1L2	74550
NM_001199175	chr16	2255177	2259455	MLST8	202486
NM_001199174	chr16	2255725	2259455	MLST8	202486
NM_001288776	chr16	2273488	2285743	E4F1	151312
NM_001352057	chr16	2255177	2259455	MLST8	202486
NM_004424	chr16	2273488	2285743	E4F1	151312
NM_001199173	chr16	2255177	2259455	MLST8	202486
NM_006711	chr16	2303116	2317887	RNPS1	76956
NM_001042371	chr16	2261602	2264822	PGP	34729
NM_022372	chr16	2255177	2259455	MLST8	202486
NR_039868	chr16	2324620	2324692	MIR4717	289634
NM_001286626	chr16	2303116	2318413	RNPS1	76956
NM_001286625	chr16	2303116	2317338	RNPS1	76956
NM_001286627	chr16	2303116	2318413	RNPS1	76956
NR_104485	chr16	2303116	2318413	RNPS1	76956
NM_080594	chr16	2303116	2318413	RNPS1	76956
NM_001919	chr16	2289872	2301602	ECI1	201611
NR_003574	chr16	2390922	2476700	ABCA17P	413559
NM_001199107	chr16	2525146	2555734	TBC1D24	81302
NM_001330449	chr16	2570345	2579732	AMDHD2	84916
NM_001145815	chr16	2570362	2580955	AMDHD2	84916
NR_106825	chr16	2495392	2495458	MIR6767	289242
NR_106826	chr16	2513967	2514039	MIR6768	290762
NR_036139	chr16	2581922	2582006	MIR3178	402164
NM_001694	chr16	2563870	2570224	ATP6V0C	75991
NM_006181	chr16	2521499	2524146	NTN3	201604
NM_015944	chr16	2570362	2579732	AMDHD2	84916
NM_001048212	chr16	2580035	2581409	CEMP1	156924
NM_001198569	chr16	2563726	2570224	ATP6V0C	75991
NM_025108	chr16	2510114	2514964	TEDC2	438817
NM_020705	chr16	2525146	2555734	TBC1D24	81302
NR_040023	chr16	2708389	2723440	ERVK13-1	286570
NM_016333	chr16	2802329	2821413	SRRM2	85050
NM_152891	chr16	2833953	2836708	PRSS33	154005
NM_145252	chr16	2880172	2882285	ZG16B	152000
NM_207013	chr16	2821414	2827297	ELOB	34906
NR_027274	chr16	2787076	2794798	SRRM2-AS1	435277
NR_027275	chr16	2787076	2802601	SRRM2-AS1	435277
NR_145775	chr16	2846408	2846533	SNORA3C	310869
NM_006799	chr16	2867163	2871723	PRSS21	155184
NR_073012	chr16	2867163	2871723	PRSS21	155184
NM_031948	chr16	2762418	2770552	PRSS27	140793
NM_001354586	chr16	2839525	2855287	PRSS41	202334
NM_001318395	chr16	2762418	2770552	PRSS27	140793
NM_007108	chr16	2821414	2827297	ELOB	34906
NM_001270452	chr16	2867163	2871723	PRSS21	155184
NM_144957	chr16	2867163	2871723	PRSS21	155184
NM_144956	chr16	2867163	2871723	PRSS21	155184
NM_001142500	chr16	2933195	2949383	FLYWCH2	152307
NM_001142499	chr16	2933195	2949383	FLYWCH2	152307
NM_020912	chr16	2961979	2990158	FLYWCH1	151345
NR_026864	chr16	2889573	2892752	PRSS30P	286578
NM_001308068	chr16	2961979	3001209	FLYWCH1	151345
NM_032296	chr16	2961979	3001209	FLYWCH1	151345
NM_138439	chr16	2933195	2949383	FLYWCH2	152307
NM_022119	chr16	2902727	2908171	PRSS22	152002
NM_020982	chr16	3062456	3064506	CLDN9	75696
NM_022468	chr16	3096681	3110724	MMP25	144276
NM_017885	chr16	3072620	3074287	HCFC1R1	80819
NM_182687	chr16	3022791	3030540	PKMYT1	72411
NR_033861	chr16	3039054	3044510	LINC00514	324892
NR_123723	chr16	3102125	3109371	MMP25-AS1	279712
NM_016639	chr16	3070312	3072383	TNFRSF12A	75158
NM_001258450	chr16	3022791	3030540	PKMYT1	72411
NM_001258451	chr16	3022791	3030540	PKMYT1	72411
NM_001308070	chr16	3072620	3074287	HCFC1R1	80819
NM_024339	chr16	3074019	3077756	THOC6	36498
NM_021195	chr16	3064712	3068188	CLDN6	75699
NM_004203	chr16	3022791	3030540	PKMYT1	72411
NM_001284513	chr16	3019342	3023490	PAQR4	83884
NM_001284512	chr16	3019245	3023490	PAQR4	83884
NM_001284511	chr16	3019245	3023490	PAQR4	83884
NM_001308078	chr16	3115642	3119820	IL32	151966
NM_152341	chr16	3019245	3023490	PAQR4	83884
NM_001288667	chr16	3072620	3074287	HCFC1R1	80819
NM_001288666	chr16	3072620	3074287	HCFC1R1	80819
NM_001347704	chr16	3074019	3077756	THOC6	36498
NM_001347703	chr16	3074019	3077756	THOC6	36498
NM_001103175	chr16	3077867	3085542	BICDL2	284600
NM_001324118	chr16	3019245	3023490	PAQR4	83884
NM_001288665	chr16	3072620	3074287	HCFC1R1	80819
NM_001288668	chr16	3072620	3074287	HCFC1R1	80819
NM_004221	chr16	3115312	3119668	IL32	151966
NM_001142350	chr16	3074019	3077756	THOC6	36498
NM_001002018	chr16	3072620	3074287	HCFC1R1	80819
NM_001002017	chr16	3072620	3074287	HCFC1R1	80819
NM_001012718	chr16	3115312	3119668	IL32	151966
NM_001012636	chr16	3115784	3119668	IL32	151966
NM_001012635	chr16	3115611	3119668	IL32	151966
NM_001012634	chr16	3115638	3119668	IL32	151966
NM_001012633	chr16	3115312	3119668	IL32	151966
NM_001012632	chr16	3115662	3119668	IL32	151966
NM_001012631	chr16	3115312	3119668	IL32	151966
NM_001134655	chr16	3185133	3192805	ZNF213	24326
NM_001278158	chr16	3162579	3170518	ZNF205	82476
NR_024166	chr16	3160460	3165599	ZNF205-AS1	413859
NR_024167	chr16	3160460	3165599	ZNF205-AS1	413859
NR_110900	chr16	3175529	3184883	ZNF213-AS1	279713
NR_104432	chr16	3185056	3192805	ZNF213	24326
NR_132322	chr16	3194291	3199947	CASP16P	279772
NR_002169	chr16	3265561	3266546	OR1F2P	286165
NM_004220	chr16	3185056	3192805	ZNF213	24326
NM_001042428	chr16	3162562	3170518	ZNF205	82476
NM_003456	chr16	3162562	3170518	ZNF205	82476
NM_012360	chr16	3254246	3255185	OR1F1	155016
NM_033208	chr16	3348807	3355439	TIGD7	155081
NM_153028	chr16	3355405	3368576	ZNF75A	84343
NM_001352498	chr16	3355483	3368576	ZNF75A	84343
NM_001352497	chr16	3355405	3368576	ZNF75A	84343
NM_001352495	chr16	3355405	3368576	ZNF75A	84343
NR_033904	chr16	3313767	3317566	LINC00921	435653
NM_001302109	chr16	3355405	3368576	ZNF75A	84343
NM_001324085	chr16	3355474	3368576	ZNF75A	84343
NM_001198536	chr16	3292027	3306627	MEFV	76958
NM_001324041	chr16	3356211	3368576	ZNF75A	84343
NM_005741	chr16	3333486	3341459	ZNF263	151897
NM_012368	chr16	3405888	3406924	OR2C1	154993
NM_000243	chr16	3292027	3306627	MEFV	76958
NM_001317094	chr16	3507984	3536963	NAA60	202540
NM_001317093	chr16	3493610	3536963	NAA60	202540
NM_024845	chr16	3507984	3536963	NAA60	202540
NM_001324341	chr16	3432080	3451065	ZSCAN32	398024
NM_001324345	chr16	3432080	3451065	ZSCAN32	398024
NM_001324343	chr16	3432080	3451065	ZSCAN32	398024
NM_152457	chr16	3482421	3493537	ZNF597	153383
NM_001347869	chr16	3451189	3456043	ZNF174	79396
NM_001347868	chr16	3451189	3459366	ZNF174	79396
NM_001324346	chr16	3432080	3451065	ZSCAN32	398024
NM_001324344	chr16	3432080	3451065	ZSCAN32	398024
NM_001083601	chr16	3493610	3536963	NAA60	202540
NM_001324342	chr16	3432080	3451065	ZSCAN32	398024
NM_001190476	chr16	3421052	3422283	MTRNR2L4	262578
NM_001317098	chr16	3507984	3536963	NAA60	202540
NM_001317097	chr16	3507984	3536963	NAA60	202540
NM_001317096	chr16	3507984	3536963	NAA60	202540
NM_001347870	chr16	3451189	3456043	ZNF174	79396
NM_001317095	chr16	3507984	3536963	NAA60	202540
NM_001284529	chr16	3432080	3451065	ZSCAN32	398024
NM_001284528	chr16	3432080	3451065	ZSCAN32	398024
NM_001284527	chr16	3432080	3451065	ZSCAN32	398024
NR_106741	chr16	3535380	3535469	MIR6126	289779
NM_003450	chr16	3451189	3459364	ZNF174	79396
NM_001083600	chr16	3507984	3536963	NAA60	202540
NM_001032292	chr16	3451189	3455043	ZNF174	79396
NM_017810	chr16	3432080	3451065	ZSCAN32	398024
NM_001324340	chr16	3432080	3451065	ZSCAN32	398024
NM_001330454	chr16	3550930	3589051	CLUAP1	83384
NM_001353385	chr16	3543483	3545480	C16orf90	413260
NR_075083	chr16	3589035	3627405	NLRC3	159218
NM_015041	chr16	3550944	3589051	CLUAP1	83384
NM_001353384	chr16	3543483	3546652	C16orf90	413260
NM_001353383	chr16	3543483	3546652	C16orf90	413260
NM_001353382	chr16	3543483	3546652	C16orf90	413260
NM_024793	chr16	3559893	3589051	CLUAP1	83384
NM_032444	chr16	3631183	3661607	SLX4	223724
NM_178844	chr16	3589035	3627405	NLRC3	159218
NM_001080524	chr16	3543483	3545421	C16orf90	413260
NM_001272049	chr16	3708037	3767598	TRAP1	47006
NM_016292	chr16	3708037	3767598	TRAP1	47006
NM_005223	chr16	3702939	3708096	DNASE1	71713
NM_001351825	chr16	3704704	3708096	DNASE1	71713
NR_039999	chr16	4295825	4303790	LINC01569	288135
NM_001323667	chr16	4239374	4292081	SRL	192752
NM_001323668	chr16	4239374	4292081	SRL	192752
NM_001098814	chr16	4239374	4292081	SRL	192752
NM_003223	chr16	4307186	4323001	TFAP4	38254
NM_032575	chr16	4382224	4389598	GLIS2	193716
NR_110901	chr16	4374648	4378341	GLIS2-AS1	325168
NM_001318918	chr16	4364761	4389598	GLIS2	193716
NM_138440	chr16	4421848	4433529	VASN	83207
NM_016069	chr16	4390249	4401400	PAM16	24037
NM_001286268	chr16	4526340	4560348	HMOX2	79196
NM_001286267	chr16	4526340	4560348	HMOX2	79196
NM_001286269	chr16	4526340	4560348	HMOX2	79196
NM_001286271	chr16	4526340	4560348	HMOX2	79196
NM_001286270	chr16	4545819	4560348	HMOX2	79196
NM_001286516	chr16	4475805	4506775	DNAJA3	82807
NR_147845	chr16	4511680	4524896	NMRAL1	81996
NM_002134	chr16	4526340	4560348	HMOX2	79196
NM_001127205	chr16	4545858	4560348	HMOX2	79196
NM_001127204	chr16	4526340	4560348	HMOX2	79196
NM_020677	chr16	4511680	4524896	NMRAL1	81996
NM_001305142	chr16	4511680	4524651	NMRAL1	81996
NM_001305141	chr16	4511680	4524651	NMRAL1	81996
NM_001127206	chr16	4524703	4560348	HMOX2	79196
NM_005147	chr16	4475805	4506775	DNAJA3	82807
NM_001351996	chr16	4511680	4524651	NMRAL1	81996
NM_001351995	chr16	4511680	4524651	NMRAL1	81996
NM_001351994	chr16	4511680	4526338	NMRAL1	81996
NM_001135110	chr16	4475805	4506775	DNAJA3	82807
NM_001145011	chr16	4606490	4650318	C16orf96	388857
NM_001330467	chr16	4658883	4664927	UBALD1	286070
NM_145253	chr16	4658883	4664927	UBALD1	286070
NM_001303450	chr16	4800814	4817219	ZNF500	84049
NM_001253790	chr16	4838397	4846492	SMIM22	353696
NM_001253794	chr16	4845378	4846492	SMIM22	353696
NM_001253793	chr16	4845378	4846492	SMIM22	353696
NM_001253791	chr16	4838456	4846492	SMIM22	353696
NR_106827	chr16	4721318	4721391	MIR6769A	289801
NR_040252	chr16	4746510	4784378	ANKS3	154506
NM_001242929	chr16	4746510	4784378	ANKS3	154506
NM_144605	chr16	4827614	4838522	SEPT12	83512
NM_139170	chr16	4784288	4799397	C16orf71	153810
NM_032349	chr16	4743693	4745860	NUDT16L1	79772
NM_021646	chr16	4798392	4817219	ZNF500	84049
NM_001193452	chr16	4743693	4745860	NUDT16L1	79772
NM_001324130	chr16	4746510	4784163	ANKS3	154506
NM_001324129	chr16	4746510	4784378	ANKS3	154506
NM_133450	chr16	4746510	4784163	ANKS3	154506
NM_001154458	chr16	4827614	4838522	SEPT12	83512
NM_001308089	chr16	4746511	4784378	ANKS3	154506
NM_032569	chr16	4853203	4897303	GLYR1	202400
NR_136695	chr16	4853203	4897389	GLYR1	202400
NR_136696	chr16	4853203	4897389	GLYR1	202400
NR_136697	chr16	4853203	4897389	GLYR1	202400
NR_136698	chr16	4853203	4897389	GLYR1	202400
NR_136699	chr16	4853203	4897389	GLYR1	202400
NR_136700	chr16	4853203	4897389	GLYR1	202400
